customer_id,credit_score,country,gender,age,tenure,formatted_balance,formatted_salary,balance,estimated_salary,products_number,credit_card,active_member,churn,Age_Group
15709478,611,Germany,Male,37,1,"$117,524.72","$161,064.29",117524.72,161064.29,2,0,1,0,Mid-Career
15628824,665,France,Female,37,5,"$160,389.82","$183,542.08",160389.82,183542.08,1,0,1,0,Mid-Career
15814519,648,France,Female,37,7,$0.00,"$194,238.92",0,194238.92,2,1,0,0,Mid-Career
15636520,692,France,Male,27,1,"$125,547.53","$7,900.46",125547.53,7900.46,1,0,0,0,Young Adult
15794414,507,Spain,Male,46,6,"$92,783.68","$51,424.29",92783.68,51424.29,1,1,1,0,Mid-Career
15643671,696,Germany,Male,49,5,"$97,036.22","$152,450.84",97036.22,152450.84,2,1,0,1,Mid-Career
15700650,681,France,Male,34,3,$0.00,"$55,816.20",0,55816.2,2,0,0,0,Mid-Career
15680224,687,France,Female,26,6,$0.00,"$32,909.13",0,32909.13,2,1,1,0,Young Adult
15784286,641,Spain,Male,40,5,"$102,145.13","$100,637.07",102145.13,100637.07,1,1,1,0,Mid-Career
15693996,507,France,Female,33,1,"$113,452.66","$142,911.99",113452.66,142911.99,1,0,0,0,Mid-Career
15764343,688,Spain,Female,46,8,"$155,681.72","$26,287.21",155681.72,26287.21,1,1,0,0,Mid-Career
15704168,535,Germany,Male,38,8,"$127,475.24","$60,775.76",127475.24,60775.76,1,0,0,1,Mid-Career
15680197,701,France,Male,41,10,$0.00,"$146,257.77",0,146257.77,2,1,1,0,Mid-Career
15633729,488,France,Male,43,10,"$112,751.13","$28,332.00",112751.13,28332,1,1,1,0,Mid-Career
15577683,539,France,Female,29,4,$0.00,"$100,919.19",0,100919.19,2,1,1,0,Young Adult
15800746,674,France,Male,45,7,"$144,889.18","$102,591.90",144889.18,102591.9,1,1,1,1,Mid-Career
15788686,538,Spain,Male,40,8,$0.00,"$25,554.40",0,25554.4,2,1,1,0,Mid-Career
15742798,829,France,Female,22,7,"$150,126.44","$152,107.93",150126.44,152107.93,1,1,0,1,Young Adult
15596647,768,France,Male,54,8,"$69,712.74","$69,381.05",69712.74,69381.05,1,1,1,0,Senior
15756070,585,Spain,Female,44,4,$0.00,"$101,728.46",0,101728.46,2,0,1,0,Mid-Career
15775116,581,France,Male,31,3,$0.00,"$89,040.61",0,89040.61,2,0,0,0,Mid-Career
15575428,682,Germany,Female,35,2,"$117,438.92","$16,910.98",117438.92,16910.98,2,1,1,0,Mid-Career
15654074,653,France,Male,38,8,"$119,315.75","$150,468.35",119315.75,150468.35,1,1,0,0,Mid-Career
15695872,712,France,Female,30,1,"$89,571.59","$177,613.19",89571.59,177613.19,1,1,1,0,Mid-Career
15568885,620,Germany,Female,34,8,"$102,251.57","$120,672.09",102251.57,120672.09,1,1,0,0,Mid-Career
15725036,709,France,Male,42,9,"$118,546.71","$77,142.85",118546.71,77142.85,1,0,1,0,Mid-Career
15632665,832,France,Male,61,2,$0.00,"$127,804.66",0,127804.66,1,0,1,1,Senior
15571476,635,Spain,Male,38,0,"$103,257.14","$158,344.63",103257.14,158344.63,1,0,0,0,Mid-Career
15776850,749,Spain,Female,43,1,"$124,209.02","$167,179.48",124209.02,167179.48,1,1,1,0,Mid-Career
15623649,629,Spain,Male,32,3,$0.00,"$15,404.64",0,15404.64,2,1,1,0,Mid-Career
15751131,836,Spain,Female,41,7,"$150,302.84","$156,036.19",150302.84,156036.19,1,1,1,0,Mid-Career
15688128,542,Spain,Male,34,8,"$108,653.93","$144,725.14",108653.93,144725.14,1,0,1,0,Mid-Career
15678412,645,France,Female,45,8,"$85,325.93","$22,558.74",85325.93,22558.74,1,0,0,0,Mid-Career
15770291,844,France,Female,29,8,$0.00,"$147,342.03",0,147342.03,2,0,0,0,Young Adult
15583392,747,Germany,Male,37,9,"$135,776.36","$85,470.45",135776.36,85470.45,3,1,0,1,Mid-Career
15690731,645,France,Male,40,6,"$131,411.24","$194,656.11",131411.24,194656.11,1,1,1,0,Mid-Career
15697948,752,Spain,Female,36,3,$0.00,"$48,505.10",0,48505.1,2,1,1,0,Mid-Career
15608328,760,Spain,Female,41,6,$0.00,"$101,491.23",0,101491.23,2,0,0,0,Mid-Career
15766378,714,Germany,Female,45,9,"$106,431.97","$164,117.69",106431.97,164117.69,2,1,1,0,Mid-Career
15600813,717,France,Male,50,9,"$90,305.76","$124,626.57",90305.76,124626.57,1,1,1,0,Mid-Career
15706217,645,Germany,Male,28,7,"$117,466.03","$34,490.06",117466.03,34490.06,2,1,1,0,Young Adult
15601417,681,France,Male,32,3,"$148,884.47","$90,967.37",148884.47,90967.37,2,1,1,0,Mid-Career
15610972,681,Germany,Female,44,4,"$91,115.76","$24,208.84",91115.76,24208.84,2,0,0,1,Mid-Career
15674620,679,Germany,Female,37,8,"$77,373.87","$174,873.09",77373.87,174873.09,2,0,1,0,Mid-Career
15785350,528,Spain,Male,23,7,"$104,744.89","$170,262.97",104744.89,170262.97,1,1,0,0,Young Adult
15749119,710,France,Female,31,3,$0.00,"$112,289.06",0,112289.06,2,1,1,0,Mid-Career
15756535,733,Germany,Male,39,5,"$91,538.51","$93,783.00",91538.51,93783,1,1,1,0,Mid-Career
15700965,724,France,Female,32,6,$0.00,"$150,026.79",0,150026.79,2,1,1,0,Mid-Career
15791851,726,France,Female,34,0,"$185,734.75","$102,036.82",185734.75,102036.82,1,1,1,0,Mid-Career
15717156,520,France,Male,30,3,"$143,396.54",$898.51,143396.54,898.51,2,1,1,0,Mid-Career
15740846,556,France,Male,40,5,"$125,909.85","$95,124.40",125909.85,95124.4,1,1,1,0,Mid-Career
15573284,579,France,Female,45,2,$0.00,"$11,514.39",0,11514.39,2,0,0,0,Mid-Career
15729083,674,France,Male,36,2,"$154,525.70","$27,468.72",154525.7,27468.72,1,0,1,0,Mid-Career
15611612,570,France,Female,29,0,$0.00,"$37,092.43",0,37092.43,1,1,0,0,Young Adult
15694381,631,France,Male,51,8,"$100,654.80","$171,587.90",100654.8,171587.9,1,1,0,0,Senior
15651737,623,Spain,Male,44,1,"$83,325.77","$80,828.78",83325.77,80828.78,1,0,1,0,Mid-Career
15663168,665,France,Male,35,8,"$110,934.54","$169,287.99",110934.54,169287.99,1,1,0,0,Mid-Career
15643426,523,Spain,Female,36,8,"$113,680.54","$13,197.44",113680.54,13197.44,1,0,0,0,Mid-Career
15618245,706,Germany,Male,31,1,"$117,020.08","$54,439.53",117020.08,54439.53,2,1,0,0,Mid-Career
15717527,619,France,Female,49,9,"$145,359.99","$38,186.85",145359.99,38186.85,1,1,0,0,Mid-Career
15793478,593,Germany,Female,39,8,"$151,391.68","$27,274.60",151391.68,27274.6,1,1,0,1,Mid-Career
15642248,608,Spain,Male,66,8,"$123,935.35","$65,758.19",123935.35,65758.19,1,1,1,0,Senior
15640377,526,France,Female,36,0,$0.00,"$97,767.63",0,97767.63,2,1,0,0,Mid-Career
15723950,684,Spain,Male,40,2,"$70,291.02","$115,468.84",70291.02,115468.84,1,1,1,1,Mid-Career
15590327,604,Germany,Female,42,10,"$166,031.45","$98,293.14",166031.45,98293.14,1,1,0,0,Mid-Career
15706199,636,Germany,Male,36,6,"$96,643.32","$182,059.28",96643.32,182059.28,1,0,0,0,Mid-Career
15671514,669,Spain,Female,33,8,$0.00,"$128,538.05",0,128538.05,2,0,1,0,Mid-Career
15727041,624,France,Male,71,7,$0.00,"$108,841.83",0,108841.83,2,1,1,0,Senior
15738063,631,France,Male,29,2,$0.00,"$18,581.84",0,18581.84,2,1,1,0,Young Adult
15711733,753,France,Male,48,4,$0.00,"$146,821.42",0,146821.42,2,0,1,0,Mid-Career
15652320,588,France,Male,40,5,$0.00,"$100,727.68",0,100727.68,2,0,0,0,Mid-Career
15634180,729,Germany,Male,26,4,"$97,268.10","$39,356.38",97268.1,39356.38,2,1,0,0,Young Adult
15694566,602,France,Female,42,10,$0.00,"$169,921.11",0,169921.11,2,0,0,1,Mid-Career
15726103,689,Germany,Female,55,1,"$76,296.81","$42,364.75",76296.81,42364.75,1,1,0,1,Senior
15646351,486,Spain,Male,27,7,$0.00,"$28,823.04",0,28823.04,2,1,0,0,Young Adult
15730044,809,Germany,Female,42,6,"$64,497.94","$182,436.81",64497.94,182436.81,3,0,1,1,Mid-Career
15795186,562,France,Male,38,5,$0.00,"$115,700.20",0,115700.2,1,1,0,0,Mid-Career
15784890,763,Spain,Female,32,8,$0.00,"$16,725.53",0,16725.53,2,1,0,0,Mid-Career
15694125,669,France,Male,57,5,$0.00,"$56,875.76",0,56875.76,2,1,1,0,Senior
15565891,709,France,Male,39,8,$0.00,"$56,214.09",0,56214.09,2,1,0,0,Mid-Career
15674254,554,Spain,Female,45,4,$0.00,"$193,412.05",0,193412.05,2,1,1,0,Mid-Career
15775206,699,France,Male,37,10,$0.00,"$83,263.04",0,83263.04,2,0,0,0,Mid-Career
15797627,732,Spain,Male,54,0,"$134,249.70","$13,404.40",134249.7,13404.4,1,0,1,0,Senior
15649853,625,France,Female,45,3,$0.00,"$184,474.15",0,184474.15,1,1,1,1,Mid-Career
15610379,599,France,Male,30,9,"$105,443.68","$121,124.53",105443.68,121124.53,1,1,1,0,Mid-Career
15659800,584,Spain,Female,50,1,$0.00,"$152,567.75",0,152567.75,1,0,1,1,Mid-Career
15716236,499,France,Male,35,10,$0.00,"$10,722.54",0,10722.54,2,1,0,0,Mid-Career
15672053,526,Spain,Male,38,2,$0.00,"$58,010.98",0,58010.98,2,0,0,0,Mid-Career
15663933,625,Germany,Female,35,5,"$86,147.46","$163,440.80",86147.46,163440.8,2,1,0,1,Mid-Career
15814236,537,Spain,Female,38,1,"$96,939.06","$102,606.92",96939.06,102606.92,1,1,1,0,Mid-Career
15583597,696,Spain,Male,47,1,"$106,758.60","$80,591.18",106758.6,80591.18,1,1,1,0,Mid-Career
15607395,679,France,Female,33,9,"$112,528.65","$177,362.45",112528.65,177362.45,2,1,0,0,Mid-Career
15694556,684,France,Male,60,2,"$116,563.58","$120,257.70",116563.58,120257.7,1,1,0,1,Senior
15744109,850,France,Male,32,4,$0.00,"$180,622.02",0,180622.02,1,1,1,0,Mid-Career
15800688,495,Spain,Female,42,7,$0.00,"$130,404.53",0,130404.53,2,0,0,0,Mid-Career
15810878,537,Spain,Female,38,6,"$141,786.78","$147,797.54",141786.78,147797.54,1,0,1,0,Mid-Career
15587835,850,France,Male,41,3,"$136,416.82","$57,844.26",136416.82,57844.26,1,0,1,0,Mid-Career
15763515,513,France,Male,30,5,$0.00,"$162,523.66",0,162523.66,2,1,0,0,Mid-Career
15725882,618,Germany,Female,40,1,"$133,245.52","$54,495.82",133245.52,54495.82,2,1,1,0,Mid-Career
15788022,802,Germany,Female,41,4,"$90,757.64","$169,183.66",90757.64,169183.66,2,0,1,0,Mid-Career
15663917,547,France,Male,43,1,"$92,350.36","$80,262.91",92350.36,80262.91,1,0,1,0,Mid-Career
15656865,613,Germany,Male,69,9,"$78,778.49","$8,751.59",78778.49,8751.59,1,0,1,0,Senior
15667971,592,Germany,Female,34,6,"$102,143.93","$102,628.98",102143.93,102628.98,2,1,1,0,Mid-Career
15800366,546,France,Male,29,5,$0.00,"$94,823.95",0,94823.95,1,1,1,0,Young Adult
15717231,721,Germany,Male,37,4,"$98,459.60","$90,821.66",98459.6,90821.66,1,0,0,0,Mid-Career
15643188,671,Germany,Female,47,7,"$114,603.76","$153,194.32",114603.76,153194.32,2,1,0,1,Mid-Career
15671351,624,Spain,Male,35,2,$0.00,"$87,310.59",0,87310.59,2,1,0,0,Mid-Career
15573628,751,Germany,Female,51,7,"$148,074.79","$146,411.41",148074.79,146411.41,1,1,0,1,Senior
15698953,636,Spain,Male,36,1,$0.00,"$74,048.10",0,74048.1,3,1,1,1,Mid-Career
15753888,607,Spain,Female,62,8,"$108,004.64","$23,386.77",108004.64,23386.77,1,1,1,1,Senior
15737961,509,Germany,Female,29,0,"$107,712.57","$92,898.17",107712.57,92898.17,2,1,1,0,Young Adult
15801701,653,Spain,Male,35,9,$0.00,"$45,956.05",0,45956.05,2,1,1,0,Mid-Career
15684419,709,Spain,Female,37,8,$0.00,"$71,738.56",0,71738.56,3,1,0,0,Mid-Career
15794266,559,France,Male,32,9,"$145,303.52","$103,560.98",145303.52,103560.98,1,1,0,0,Mid-Career
15810711,684,Germany,Male,37,4,"$138,476.41","$52,367.29",138476.41,52367.29,2,1,1,0,Mid-Career
15771270,635,France,Female,27,8,"$127,471.56","$152,916.05",127471.56,152916.05,1,1,1,1,Young Adult
15607786,709,France,Male,26,6,"$156,551.63","$4,410.77",156551.63,4410.77,1,0,1,0,Young Adult
15624519,656,Germany,Female,49,9,"$97,092.87","$74,771.22",97092.87,74771.22,1,1,0,1,Mid-Career
15799910,793,France,Male,32,2,$0.00,"$193,817.63",0,193817.63,2,1,0,1,Mid-Career
15602479,609,Spain,Male,37,5,"$129,312.79","$26,793.82",129312.79,26793.82,1,1,1,0,Mid-Career
15617419,618,Germany,Female,29,10,"$100,315.10","$32,526.64",100315.1,32526.64,2,1,1,0,Young Adult
15657603,850,France,Female,35,6,"$81,684.97",$824.00,81684.97,824,1,1,0,0,Mid-Career
15570379,669,Spain,Male,51,3,"$88,827.53","$85,250.77",88827.53,85250.77,1,0,0,1,Senior
15772996,594,Germany,Male,40,0,"$152,092.44","$83,508.93",152092.44,83508.93,2,1,1,0,Mid-Career
15729574,616,Spain,Male,71,4,$0.00,"$173,599.38",0,173599.38,2,1,1,0,Senior
15737267,676,France,Female,49,1,$0.00,"$79,342.31",0,79342.31,1,1,0,1,Mid-Career
15799128,608,Spain,Female,38,9,"$102,406.76","$57,600.66",102406.76,57600.66,1,0,1,0,Mid-Career
15813327,710,France,Male,21,4,"$109,130.96","$56,191.99",109130.96,56191.99,2,1,1,0,Young Adult
15711921,695,France,Male,29,5,$0.00,"$6,770.44",0,6770.44,2,1,1,0,Young Adult
15654300,530,Germany,Male,33,9,"$75,242.28","$101,694.67",75242.28,101694.67,1,0,1,0,Mid-Career
15569945,509,Spain,Male,29,1,$0.00,"$69,113.14",0,69113.14,2,1,0,0,Young Adult
15569666,517,France,Female,45,4,$0.00,"$172,674.36",0,172674.36,1,0,0,1,Mid-Career
15681887,758,Germany,Male,33,0,"$129,142.54","$26,606.28",129142.54,26606.28,2,1,1,0,Mid-Career
15608873,665,France,Male,51,2,$0.00,"$53,353.36",0,53353.36,1,0,0,0,Senior
15762091,631,Germany,Female,22,6,"$139,129.92","$63,747.51",139129.92,63747.51,1,1,1,0,Young Adult
15722053,576,Spain,Male,33,3,$0.00,"$190,112.05",0,190112.05,2,0,1,0,Mid-Career
15782100,544,Spain,Male,22,3,"$66,483.32","$110,317.39",66483.32,110317.39,1,0,1,0,Young Adult
15765300,596,Germany,Male,40,5,"$62,389.03","$148,623.43",62389.03,148623.43,3,1,0,1,Mid-Career
15743570,481,France,Female,34,5,$0.00,"$125,253.46",0,125253.46,2,1,1,0,Mid-Career
15608541,498,France,Male,46,1,"$91,857.66","$101,954.78",91857.66,101954.78,1,1,0,1,Mid-Career
15750671,512,Spain,Male,31,6,$0.00,"$168,462.26",0,168462.26,2,1,0,0,Mid-Career
15813659,594,France,Female,56,7,$0.00,"$26,215.85",0,26215.85,1,1,0,1,Senior
15757867,570,France,Female,30,10,"$176,173.52","$97,045.32",176173.52,97045.32,1,1,0,1,Mid-Career
15652914,721,Spain,Male,38,7,$0.00,"$53,534.80",0,53534.8,1,0,1,0,Mid-Career
15723818,453,France,Female,37,4,"$131,834.76","$8,949.20",131834.76,8949.2,2,1,0,0,Mid-Career
15713819,562,France,Male,48,3,"$92,347.96","$163,116.75",92347.96,163116.75,1,1,1,0,Mid-Career
15656484,682,France,Male,40,4,$0.00,"$140,745.91",0,140745.91,2,1,1,0,Mid-Career
15778515,748,France,Male,40,3,"$95,297.11","$171,515.84",95297.11,171515.84,1,0,0,0,Mid-Career
15803840,729,France,Female,32,9,$0.00,"$150,803.44",0,150803.44,2,0,0,0,Mid-Career
15735339,663,France,Male,39,4,$0.00,"$76,884.05",0,76884.05,1,1,0,0,Mid-Career
15600392,735,France,Female,53,8,"$123,845.36","$170,454.93",123845.36,170454.93,2,0,1,1,Senior
15625740,627,Germany,Male,62,3,"$143,426.34","$143,104.30",143426.34,143104.3,2,1,1,0,Senior
15663817,713,France,Male,46,5,$0.00,"$55,701.62",0,55701.62,1,1,1,0,Mid-Career
15734461,562,Germany,Male,31,2,"$112,708.20","$186,370.30",112708.2,186370.3,1,0,1,0,Mid-Career
15780142,632,France,Male,43,2,"$100,013.51","$24,275.32",100013.51,24275.32,1,1,0,0,Mid-Career
15709920,479,France,Female,33,2,"$208,165.53","$50,774.81",208165.53,50774.81,1,0,0,1,Mid-Career
15684248,658,Spain,Male,21,7,$0.00,"$154,279.87",0,154279.87,2,0,1,0,Young Adult
15643158,598,France,Female,40,9,$0.00,"$68,462.59",0,68462.59,1,1,0,1,Mid-Career
15693902,597,France,Male,19,2,$0.00,"$91,036.74",0,91036.74,2,1,1,0,Young Adult
15578307,512,France,Female,33,6,"$121,685.31","$83,681.97",121685.31,83681.97,2,1,1,0,Mid-Career
15585379,704,France,Male,39,2,"$111,525.02","$199,484.96",111525.02,199484.96,1,1,0,0,Mid-Career
15758510,474,France,Male,26,6,$0.00,"$152,491.22",0,152491.22,2,0,0,0,Young Adult
15692918,604,Germany,Male,36,10,"$113,546.30","$134,875.37",113546.3,134875.37,1,1,1,0,Mid-Career
15705301,683,France,Male,41,6,"$95,696.52","$184,366.14",95696.52,184366.14,2,1,1,0,Mid-Career
15718231,537,France,Male,28,0,"$88,963.31","$189,839.93",88963.31,189839.93,2,1,1,0,Young Adult
15567991,794,Spain,Male,31,0,"$144,880.34","$175,643.44",144880.34,175643.44,2,0,1,0,Mid-Career
15772650,732,France,Male,55,9,"$136,576.02","$3,268.17",136576.02,3268.17,1,0,1,1,Senior
15574795,495,France,Female,38,2,"$63,093.01","$47,089.72",63093.01,47089.72,1,1,1,0,Mid-Career
15706036,552,Germany,Male,38,10,"$132,271.12","$46,562.02",132271.12,46562.02,2,1,1,0,Mid-Career
15723856,602,France,Female,29,3,"$88,814.40","$62,487.97",88814.4,62487.97,2,1,1,0,Young Adult
15812920,607,Germany,Male,40,5,"$90,594.55","$181,598.25",90594.55,181598.25,1,0,1,0,Mid-Career
15691287,675,Germany,Female,33,0,"$141,816.25","$64,815.05",141816.25,64815.05,1,1,0,1,Mid-Career
15804797,443,France,Female,54,3,"$138,547.97","$70,196.23",138547.97,70196.23,1,1,1,1,Senior
15708650,727,France,Female,31,2,"$52,192.08","$160,383.47",52192.08,160383.47,2,0,1,0,Mid-Career
15712777,482,France,Male,38,4,"$124,976.19","$35,848.12",124976.19,35848.12,1,1,0,0,Mid-Career
15786469,686,France,Female,34,1,$0.00,"$87,278.48",0,87278.48,2,1,0,0,Mid-Career
15669219,588,Germany,Male,35,3,"$104,356.38","$94,498.82",104356.38,94498.82,1,1,0,0,Mid-Career
15641004,605,Spain,Female,48,10,"$150,315.92","$133,486.36",150315.92,133486.36,1,0,1,0,Mid-Career
15648067,583,France,Male,39,1,"$129,299.28","$73,107.60",129299.28,73107.6,2,1,0,0,Mid-Career
15704014,738,Germany,Male,37,7,"$140,950.92","$195,333.98",140950.92,195333.98,2,1,0,0,Mid-Career
15645136,744,Spain,Male,30,1,"$128,065.12","$121,525.48",128065.12,121525.48,1,1,0,0,Mid-Career
15709604,781,France,Male,23,2,"$107,433.48","$173,843.21",107433.48,173843.21,1,1,0,0,Young Adult
15713637,699,France,Male,34,2,"$117,468.67","$185,227.42",117468.67,185227.42,1,1,0,0,Mid-Career
15793901,639,France,Female,27,2,$0.00,"$125,244.18",0,125244.18,2,0,0,0,Young Adult
15569759,583,France,Female,27,4,$0.00,"$163,113.41",0,163113.41,3,1,0,0,Young Adult
15712930,587,France,Male,42,1,$0.00,"$123,006.91",0,123006.91,1,0,0,0,Mid-Career
15586504,694,France,Male,40,9,$0.00,"$40,463.03",0,40463.03,2,1,0,0,Mid-Career
15677317,570,France,Female,29,4,"$153,040.03","$131,363.57",153040.03,131363.57,1,1,1,1,Young Adult
15664270,692,Germany,Male,45,6,"$142,084.04","$188,305.85",142084.04,188305.85,4,1,0,1,Mid-Career
15731519,511,France,Female,30,5,$0.00,"$143,994.86",0,143994.86,2,1,0,0,Mid-Career
15745623,788,France,Male,32,4,"$112,079.58","$89,368.59",112079.58,89368.59,1,0,0,0,Mid-Career
15813862,526,Spain,Male,66,7,"$132,044.60","$158,365.89",132044.6,158365.89,2,1,1,0,Senior
15641934,749,Spain,Female,46,9,"$66,582.81","$78,753.12",66582.81,78753.12,1,1,0,1,Mid-Career
15713043,691,France,Female,33,6,$0.00,"$100,408.31",0,100408.31,2,1,1,0,Mid-Career
15700749,481,France,Female,39,6,$0.00,"$24,677.54",0,24677.54,1,1,1,0,Mid-Career
15697567,752,France,Male,33,4,$0.00,"$39,570.78",0,39570.78,2,1,1,0,Mid-Career
15715414,658,France,Female,38,6,"$102,895.10","$155,665.76",102895.1,155665.76,1,0,0,0,Mid-Career
15639530,679,Spain,Male,42,2,$0.00,"$168,294.27",0,168294.27,1,1,1,0,Mid-Career
15726058,754,Germany,Male,27,7,"$117,578.35","$87,908.01",117578.35,87908.01,2,0,1,0,Young Adult
15725665,679,France,Male,47,10,"$198,546.10","$191,198.92",198546.1,191198.92,2,1,0,1,Mid-Career
15698872,633,Spain,Female,39,2,$0.00,"$191,207.03",0,191207.03,2,0,0,0,Mid-Career
15812184,674,France,Female,31,1,$0.00,"$128,954.05",0,128954.05,1,1,0,0,Mid-Career
15742609,600,Germany,Male,28,2,"$116,623.31","$59,905.29",116623.31,59905.29,1,0,1,0,Young Adult
15815043,645,Spain,Male,49,8,$0.00,"$162,012.60",0,162012.6,2,1,0,0,Mid-Career
15640648,698,France,Male,36,6,$0.00,"$19,231.98",0,19231.98,2,0,1,0,Mid-Career
15627203,508,Spain,Male,54,10,$0.00,"$175,749.36",0,175749.36,1,1,1,0,Senior
15786196,555,France,Female,44,3,"$105,770.70","$60,533.96",105770.7,60533.96,3,1,0,1,Mid-Career
15612095,751,France,Female,48,9,$0.00,"$137,508.42",0,137508.42,1,1,0,1,Mid-Career
15674368,738,France,Female,39,1,"$94,435.45","$189,430.86",94435.45,189430.86,2,0,1,0,Mid-Career
15783477,706,Germany,Female,39,8,"$112,889.91","$6,723.66",112889.91,6723.66,1,0,1,0,Mid-Career
15757559,595,France,Female,53,7,$0.00,"$41,371.68",0,41371.68,2,1,0,1,Senior
15591036,577,Germany,Female,43,3,"$127,940.47","$125,140.72",127940.47,125140.72,1,0,0,1,Mid-Career
15761241,578,Germany,Female,36,8,"$129,745.10","$143,683.75",129745.1,143683.75,1,1,1,0,Mid-Career
15695078,699,France,Male,32,3,$0.00,"$170,770.44",0,170770.44,2,1,1,0,Mid-Career
15645744,826,France,Female,30,5,$0.00,"$157,397.57",0,157397.57,2,0,1,0,Mid-Career
15566988,656,Germany,Female,46,7,"$141,535.52","$50,595.15",141535.52,50595.15,1,1,0,1,Mid-Career
15749300,556,France,Female,47,2,"$139,914.27","$50,390.98",139914.27,50390.98,1,1,1,0,Mid-Career
15594340,569,France,Male,41,4,"$120,243.49","$163,150.03",120243.49,163150.03,1,1,0,1,Mid-Career
15607065,765,France,Male,34,9,"$91,835.16","$138,280.17",91835.16,138280.17,1,0,0,0,Mid-Career
15778089,544,Spain,Male,37,2,$0.00,"$135,067.02",0,135067.02,2,0,0,0,Mid-Career
15773723,588,Spain,Female,22,9,"$67,178.19","$163,534.75",67178.19,163534.75,1,1,1,1,Young Adult
15697035,740,Spain,Female,31,8,$0.00,"$86,657.48",0,86657.48,2,0,0,0,Mid-Career
15679668,850,Spain,Male,38,7,"$115,378.94","$162,087.82",115378.94,162087.82,1,0,1,0,Mid-Career
15709861,766,Germany,Male,30,4,"$127,786.28","$28,879.30",127786.28,28879.3,2,1,1,0,Mid-Career
15791958,849,France,Female,41,6,$0.00,"$169,203.51",0,169203.51,2,1,1,1,Mid-Career
15791030,612,France,Female,33,0,"$64,900.32","$102,426.12",64900.32,102426.12,2,1,0,0,Mid-Career
15695339,517,Germany,Male,53,0,"$109,172.88","$54,676.10",109172.88,54676.1,1,1,0,1,Senior
15658813,645,France,Female,55,7,$0.00,"$18,369.33",0,18369.33,2,1,1,0,Senior
15715709,696,Germany,Male,43,4,"$114,091.38","$159,888.10",114091.38,159888.1,1,0,1,0,Mid-Career
15722533,716,France,Female,40,3,$0.00,"$167,636.15",0,167636.15,2,0,1,0,Mid-Career
15683118,590,France,Male,32,9,$0.00,"$138,889.15",0,138889.15,2,1,0,0,Mid-Career
15672798,656,France,Female,45,7,"$145,933.27","$199,392.14",145933.27,199392.14,1,1,1,0,Mid-Career
15680112,473,Germany,Female,35,7,"$131,504.73","$189,560.43",131504.73,189560.43,1,1,0,0,Mid-Career
15714575,742,Germany,Female,44,8,"$107,926.02","$17,375.27",107926.02,17375.27,1,0,1,1,Mid-Career
15806808,834,Germany,Female,57,8,"$112,281.60","$140,225.14",112281.6,140225.14,3,1,0,1,Senior
15590637,721,France,Male,41,7,$0.00,"$61,018.85",0,61018.85,2,0,1,0,Mid-Career
15657535,590,Spain,Male,29,10,$0.00,"$51,907.72",0,51907.72,1,1,1,1,Young Adult
15696141,516,Spain,Female,31,7,$0.00,"$47,018.75",0,47018.75,1,1,0,0,Mid-Career
15811947,850,France,Male,33,0,"$124,781.67","$33,700.52",124781.67,33700.52,1,0,1,0,Mid-Career
15649024,748,France,Female,39,9,"$132,865.56","$59,636.43",132865.56,59636.43,1,1,1,1,Mid-Career
15594928,798,Germany,Female,38,4,"$129,055.13","$157,147.59",129055.13,157147.59,1,1,0,0,Mid-Career
15765532,612,Germany,Male,76,6,"$96,166.88","$191,393.26",96166.88,191393.26,1,1,1,0,Senior
15741719,540,France,Female,40,3,"$165,298.12","$199,862.75",165298.12,199862.75,1,0,1,0,Mid-Career
15665629,719,Spain,Female,33,7,$0.00,"$20,016.59",0,20016.59,2,1,0,0,Mid-Career
15728917,598,France,Male,48,6,"$120,682.53","$30,635.52",120682.53,30635.52,1,1,0,1,Mid-Career
15762993,796,Spain,Male,32,5,"$102,773.15","$117,832.88",102773.15,117832.88,2,0,1,0,Mid-Career
15571193,579,Germany,Male,42,0,"$144,386.32","$22,497.10",144386.32,22497.1,1,1,1,1,Mid-Career
15653521,850,Germany,Female,40,7,"$104,449.80",$747.88,104449.8,747.88,1,1,1,0,Mid-Career
15802220,599,Spain,Male,35,6,"$137,102.65","$76,870.81",137102.65,76870.81,1,0,0,0,Mid-Career
15644132,724,France,Female,30,9,"$142,475.87","$107,848.24",142475.87,107848.24,1,1,1,0,Mid-Career
15600832,508,France,Female,43,9,$0.00,"$103,726.71",0,103726.71,1,1,0,0,Mid-Career
15797919,773,Spain,Male,37,2,"$103,195.20","$178,268.36",103195.2,178268.36,2,1,0,0,Mid-Career
15603743,526,France,Male,28,1,"$112,070.44","$126,281.83",112070.44,126281.83,1,0,1,0,Young Adult
15579714,542,France,Female,29,7,$0.00,"$196,651.72",0,196651.72,2,0,1,0,Young Adult
15634295,470,France,Male,35,1,"$96,473.59","$5,962.30",96473.59,5962.3,1,0,0,0,Mid-Career
15786680,805,Spain,Male,37,5,$0.00,"$21,928.81",0,21928.81,2,1,0,0,Mid-Career
15623499,548,Germany,Male,49,9,"$108,437.89","$127,022.87",108437.89,127022.87,1,0,0,1,Mid-Career
15691823,672,France,Male,37,5,"$153,195.59","$162,763.01",153195.59,162763.01,1,1,1,0,Mid-Career
15809279,773,France,Male,45,8,"$96,877.21","$113,950.51",96877.21,113950.51,1,1,1,0,Mid-Career
